Ticker,Name,start_date,end_date
TENB,Tenable Holdings,2018-07-26,2023-06-09
TENK,Tenx Keane Acquisition Ordinary Share,2022-12-08,2023-06-08
TENX,Tenax Therapeutics,2009-11-09,2023-06-09
TEO,Telecom Argentina Sa,2013-02-11,2023-06-09
TER,Teradyne,2005-01-03,2023-06-09
TERN,Terns Pharmaceuticals,2021-02-05,2023-06-09
TESS,Tessco Technologies Incorporated,2007-05-16,2023-06-09
TETCU,Tech And Energy Transition Unit,2021-03-17,2023-03-28
TETCW,Tech And Energy Transition Warrant,2021-05-14,2023-03-28
TEVA,Teva Pharmaceutical Industries Ltd,2013-02-11,2023-06-09
TEX,Terex,2005-01-03,2023-06-09
TFC,Truist Financial Corporation,2007-04-30,2023-06-09
TFFP,Tff Pharmaceuticals,2019-10-25,2023-06-09
TFII,Tfi International,2020-02-13,2023-06-09
TFIN,Triumph Financial,2014-11-07,2023-06-09
TFPM,Triple Flag Precious Metals,2022-08-30,2023-06-09
TFSL,Tfs Financial,2007-05-16,2023-06-09
TFX,Teleflex Inc,2005-01-03,2023-06-09
TG,Tredegar,2007-04-27,2023-06-09
TGAN,Transphorm,2020-12-24,2023-06-09
TGB,Taseko Mines Limited,2007-05-03,2023-06-09
TGH,Textainer,2007-10-10,2023-06-09
TGI,Triumph,2007-05-01,2023-06-09
TGL,Treasure Global,2022-08-11,2023-06-09
TGLS,Tecnoglass,2012-05-10,2023-06-09
TGNA,Tegna,2007-04-30,2023-06-09
TGR,Kimbell Tiger Acquisition Corporation,2022-03-28,2023-05-08
TGS,Transportadora De Gas Del Sur Sa Tgs,2013-02-11,2023-06-09
TGT,Target,2005-01-03,2023-06-09
TGTX,Tg Therapeutics,2013-07-18,2023-06-09
TH,Target Hospitality,2018-03-08,2023-06-09
THC,Tenet Healthcare Corporation,2005-01-03,2023-06-09
THCA,Tuscan Holdings Ii,2019-07-30,2022-12-22
THCAW,Tuscan Holdings Ii Warrant,2019-08-13,2023-03-08
THCH,Th International,2022-09-29,2023-06-09
THCP,Thunder Bridge Capital Partners Iv Class A,2021-09-09,2023-06-09
THCPU,Thunder Bridge Capital Partners Iv Unit,2021-06-30,2023-06-09
THCPW,Thunder Bridge Capital Partners Iv Warrant,2021-09-01,2023-06-09
THFF,First Financial,2007-05-16,2023-06-09
THG,The Hanover Insurance,2007-01-03,2023-06-09
THM,International Tower Hill Mines Ordinary Shares,2007-08-03,2023-06-09
THMO,Thermogenesis Holdings,2007-05-04,2023-06-09
THNPY,Partial Technip Energies,2021-06-17,2023-06-09
THO,Thor Industries,2007-01-03,2023-06-09
THQ,Tekla Healthcare Opportunies Fund Shares Of Beneficial Interest,2014-07-29,2023-06-09
THR,Thermon,2011-05-05,2023-06-09
THRD,Third Harmonic Bio,2022-09-15,2023-06-09
THRM,Gentherm,2007-05-16,2023-06-09
THRN,Thorne Healthtech,2021-09-23,2023-06-09
THRX,Theseus Pharmaceuticals,2021-10-07,2023-06-09
THRY,Thryv Holdings,2020-10-01,2023-06-09
THS,Treehouse Foods,2007-01-03,2023-06-09
THTX,Theratechnologies Common Shares,2013-02-05,2023-06-09
THW,Tekla World Healthcare Fund Shares Of Beneficial Interest,2015-06-26,2023-06-09
THWWW,Target Hospitality Warrant Expiring 3/15/2024,2019-03-18,2023-06-09
TIG,Trean Insurance  ,2020-07-16,2023-04-20
TIGO,Millicom International Cellular S.A.,2019-01-09,2023-06-09
TIGR,Up Fintech Holding American Depositary Share Representing Fifteen Class A Ordinary Shares,2019-03-20,2023-06-09
TIL,Instil Bio,2021-03-19,2023-06-09
TILE,Interface,2013-01-18,2023-06-09
TIMB,Tim S.A. American Depositary Shares,2020-10-12,2023-06-09
TIO,Tingo Inc,2013-04-09,2023-04-26
TIOA,Tio Tech A,2021-06-10,2023-04-21
TIOAU,Tio Tech A Units,2021-04-08,2023-04-21
TIOAW,Tio Tech A Warrants,2021-06-09,2023-04-21
TIPT,Tiptree,2010-09-03,2023-06-09
TIRX,Tian Ruixiang Holdings,2021-01-27,2023-06-09
TISI,Team,2012-01-03,2023-06-09
TITN,Titan Machinery,2007-12-07,2023-06-09
TIVC,Tivic Health Systems ,2021-11-11,2023-06-09
TIXT,Telus International,2021-02-03,2023-06-09
TJX,Tjx Companies,2005-01-03,2023-06-09
TK,Teekay,2007-05-01,2023-06-09
TKAT,Takung Art Co.,2015-11-25,2023-06-09
TKC,Turkcell Iletisim Hizmetleri As,2013-02-11,2023-06-09
TKLF,Yoshitsu Co. American Depositary Shares,2022-01-18,2023-06-09
TKNO,Alpha Teknova,2021-06-25,2023-06-09
TKR,The Timken Company,2007-01-03,2023-06-09
TLF,Tandy Leather Factory,2022-09-07,2023-06-09
TLIS,Talis Biomedical,2021-02-12,2023-06-09
TLK,Perusahaan Perseroan,2007-01-03,2023-06-09
TLRY,Tilray  Class 2,2018-07-19,2023-06-09
TLS,Telos Corp,2020-11-20,2023-06-09
TLSA,Tiziana Life Sciences Common Shares,2018-11-20,2023-06-09
TLYS,Tilly's,2012-05-04,2023-06-09
TM,Toyota Motor,2013-02-11,2023-06-09
TMBR,Timber Pharmaceuticals,2015-06-11,2023-06-09
TMC,Tmc The Metals Company,2021-09-10,2023-06-09
TMCI,Treace Medical Concepts,2021-04-23,2023-06-09
TMCWW,Tmc The Metals Company Warrants,2021-09-10,2023-06-09
TMDI,Titan Medical Ordinary Shares,2018-06-27,2023-03-09
TMDX,Transmedics,2019-05-02,2023-06-09
TME,Tencent Music Entertainment,2018-12-12,2023-06-09
TMHC,Taylor Morrison Home Corporation,2013-04-10,2023-06-09
TMO,Thermo Fisher Scientific,2005-01-03,2023-06-09
TMP,Tompkins Financial,2007-05-16,2023-06-09
TMPO,Tempo Automation Holdings,2020-09-21,2023-06-09
TMQ,Trilogy Metals,2012-05-01,2023-06-09
TMST,Timkensteel Corp,2014-06-19,2023-06-09
TMUS,T-Mobile Us,2007-05-16,2023-06-09
TNC,Tennant,2007-05-08,2023-06-09
TNDM,Tandem Diabetes Care,2013-11-14,2023-06-09
TNET,Trinet,2014-03-27,2023-06-09
TNGX,Tango Therapeutics ,2021-08-09,2023-06-09
TNK,Teekay Tankers Ltd.,2007-12-13,2023-06-09
TNL,Travel + Leisure Co.,2018-05-21,2023-06-09
TNON,Tenon Medical,2022-04-27,2023-06-09
TNP,Tsakos Energy Navigation Common Shares,2007-05-02,2023-06-09
TNXP,Tonix Pharmaceuticals Holding,2013-08-09,2023-06-09
TNYA,Tenaya Therapeutics,2021-07-30,2023-06-09
TOI,The Oncology Institute,2021-11-15,2023-06-09
TOIIW,The Oncology Institute Warrant,2020-06-04,2023-06-09
TOL,Toll Brothers,2007-01-03,2023-06-09
TOMZ,Tomi Environmental Solutions,2020-10-01,2023-06-09
TOP,Zhong Yang Financial Ordinary Shares,2022-06-01,2023-06-09
TOPS,Top Ships,2017-11-03,2023-06-09
TORO,Toro Corp,2023-04-03,2023-06-09
TOST,Toast ,2021-09-22,2023-06-09
TOUR,Tuniu American Depositary Shares,2014-05-09,2023-06-09
TOVX,Theriva Biologics,2007-05-16,2023-06-09
TOWN,Towne Bank,2007-05-16,2023-06-09
TPB,Turning Point Brands,2016-05-11,2023-06-09
TPC,Tutor Perini,2009-06-01,2023-06-09
TPET,Trio Petroleum,2023-04-18,2023-06-09
TPG,Tpg,2022-01-13,2023-06-09
TPH,Tri Pointe Homes,2013-01-31,2023-06-09
TPHS,Trinity Place Holdings,2012-09-26,2023-06-09
TPIC,Tpi Composites,2016-07-22,2023-06-09
TPL,Texas Pacific Land Corporation,2007-05-16,2023-06-09
TPR,Tapestry,2007-04-27,2023-06-09
TPST,Tempest Therapeutics,2021-06-24,2023-06-09
TPVG,Triplepoint Venture Growth Bdc,2014-03-06,2023-06-09
TPX,Tempur Sealy International,2007-01-03,2023-06-09
TPZ,Tortoise Power And Energy Infrastructure Fund Inc,2009-07-29,2023-06-09
TR,Tootsie Roll Industries,2007-01-03,2023-06-09
TRC,Tejon Ranch,2007-05-10,2023-06-09
TRDA,Entrada Therapeutics,2021-10-29,2023-06-09
TREE,Lendingtree,2008-08-21,2023-06-09
TREX,Trex Company,2009-11-23,2023-06-09
TRGP,Targa Resources,2010-12-07,2023-06-09
TRHC,Tabula Rasa Healthcare,2016-09-29,2023-06-09
TRI,Thomson Reuters Corporation,2008-04-17,2023-06-09
TRIB,Trinity Biotech Plc American Depositary Shares,2007-05-16,2023-06-09
TRIN,Trinity Capital,2021-01-29,2023-06-09
TRIP,Tripadvisor,2011-12-21,2023-06-09
TRKA,Troika Media,2021-04-20,2023-06-09
TRKAW,Troika Media  Warrant,2021-04-20,2023-06-09
TRMB,Trimble,2007-01-03,2023-06-09
TRMD,Torm Plc Class A,2018-02-23,2023-06-09
TRMK,Trustmark,2007-05-01,2023-06-09
TRMR,Tremor International ADS,2021-06-18,2023-06-09
TRN,Trinity Industries,2007-01-03,2023-06-09
TRNO,Terreno Realty Corporation,2010-02-10,2023-06-09
TRNR,Interactive Strength,2023-04-28,2023-06-09
TRNS,Transcat,2007-05-16,2023-06-09
TROO,Troops Ordinary Shares,2010-12-20,2023-06-09
TROW,T. Rowe Price,2005-01-03,2023-06-09
TROX,Tronox,2012-06-18,2023-06-09
TRP,Tc Energy Corporation,2007-01-03,2023-06-09
TRQ,Turquoise Hill Resources Ltd,2007-05-02,2022-12-15
TRS,Trimas,2007-05-18,2023-06-09
TRST,Trustco Bank N,2007-05-02,2023-06-09
TRT,Trio-Tech International,2007-04-27,2023-06-09
TRTN,Triton International Limited,2007-05-10,2023-06-09
TRTX,Tpg Re Finance Trust,2017-07-20,2023-06-09
TRU,Transunion,2015-06-25,2023-06-09
TRUE,Truecar,2014-05-16,2023-06-09
TRUP,Trupanion,2014-07-18,2023-06-09
TRV,The Travelers Companies,2007-02-27,2023-06-09
TRVG,Trivago N.V. American Depositary Shares,2016-12-16,2023-06-09
TRVI,Trevi Therapeutics,2019-05-07,2023-06-09
TRVN,Trevena,2014-01-31,2023-06-09
TRX,Trx Gold,2007-04-20,2023-06-09
TS,Tenaris S.A.,2013-02-11,2023-06-09
TSAT,Telesat Class A Common Shares And Class B Variable Voting Shares,2021-11-19,2023-06-09
TSBK,Timberland Bancorp,2007-05-16,2023-06-09
TSCO,Tractor Supply Company,2005-01-03,2023-06-09
TSE,Trinseo Sa,2014-06-12,2023-06-09
TSEM,Tower Semiconductor Ltd.,2007-01-03,2023-06-09
TSHA,Taysha Gene Therapies,2020-09-24,2023-06-09
TSI,TCWStrategic Income Fund,2007-05-16,2023-06-09
TSIB,Tishman Speyer Innovation Ii Class A,2021-04-05,2022-11-29
TSIBU,Tishman Speyer Innovation Ii Unit,2021-02-12,2023-03-08
TSIBW,Tishman Speyer Innovation Ii Warrant,2021-04-05,2023-03-08
TSLA,Tesla Inc,2010-06-29,2023-06-09
TSLX,Sixth Street Specialty Lending ,2014-03-21,2023-06-09
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,2007-04-27,2023-06-09
TSN,Tyson Foods,2005-01-03,2023-06-09
TSP,Tusimple,2021-04-15,2023-06-09
TSQ,Townsquare Media Class A,2014-07-24,2023-06-09
TSRI,Tsr,2007-05-16,2023-06-09
TSVT,2Seventy Bio ,2021-11-05,2023-06-09
TT,Trane Technologies Plc,2007-04-30,2023-06-09
TTC,The Toro Company,2007-01-03,2023-06-09
TTCF,Tattooed Chef  Inc Class A,2018-09-12,2023-06-09
TTD,The Trade Desk,2016-09-21,2023-06-09
TTE,Totalenergies Se,2007-04-30,2023-06-09
TTEC,Teletech,2007-05-01,2023-06-09
TTEK,Tetra Tech,2007-01-03,2023-06-09
TTGT,Techtarget,2007-05-17,2023-06-09
TTI,Tetra Technologies,2007-04-30,2023-06-09
TTM,Tata Motors Limited,2013-02-11,2023-01-23
TTMI,Ttm Technologies,2007-05-01,2023-06-09
TTNP,Titan Pharmaceuticals,2015-10-12,2023-06-09
TTOO,T2 Biosystems,2014-08-07,2023-06-09
TTP,Tortoise Pipeline & Energy Fund,2011-10-27,2023-06-09
TTSH,Tile Shop Holdings,2021-06-17,2023-06-09
TTWO,Take-Two Interactive,2005-01-03,2023-06-09
TU,Telus Corporation,2007-01-03,2023-06-09
TUEM,Tuesday Morning,2021-05-25,2023-03-08
TUP,Tupperware Brands,2005-01-03,2023-06-09
TURN,180 Degree Capital,2007-05-03,2023-06-09
TUSK,Mammoth Energy Services,2016-10-14,2023-06-09
TUYA,Tuya,2021-03-18,2023-06-09
TV,Grupo Televisa S.A.B.,2013-02-11,2023-06-09
TVC,Tennessee Valley Authority,2013-02-11,2023-06-09
TVE,Tennessee Valley Authority,2013-11-11,2023-06-09
TVTX,Travere Therapeutics ,2012-11-02,2023-06-09
TW,Tradeweb Markets,2019-04-04,2023-06-09
TWI,Titan International,2007-05-02,2023-06-09
TWIN,Twin Disc Incorporated,2007-05-16,2023-06-09
TWKS,Thoughtworks Holding ,2021-09-15,2023-06-09
TWLO,Twilio,2016-06-23,2023-06-09
TWLV,Twelve Seas Investment Company Ii Class A,2021-04-29,2023-06-08
TWLVU,Twelve Seas Investment Company Ii Unit,2021-02-26,2023-05-31
TWLVW,Twelve Seas Investment Company Ii Warrant,2021-04-26,2023-06-09
TWN,Taiwan Fund,2007-05-16,2023-06-09
TWNK,Hostess Brands,2015-11-30,2023-06-09
TWO,Two Harbors Investment,2009-10-29,2023-06-09
TWOA,Two,2021-03-30,2023-06-08
TWST,Twist Bioscience,2018-10-31,2023-06-09
TWTR,Twitter,2013-11-07,2022-10-27
TX,Ternium S.A.,2007-01-03,2023-06-09
TXG,10X Genomics,2019-09-12,2023-06-09
TXMD,Therapeuticsmd,2017-10-10,2023-06-09
TXN,Texas Instruments,2005-01-03,2023-06-09
TXO,Txo Energy Partners Lp,2023-01-27,2023-06-09
TXRH,Texas Roadhouse,2007-01-03,2023-06-09
TXT,Textron,2005-01-03,2023-06-09
TY,Tri Continental,2007-05-11,2023-06-09
TYG,Tortoise Energy Infrastructure,2007-05-04,2023-06-09
TYL,Tyler Technologies,2007-01-03,2023-06-09
TYRA,Tyra Biosciences ,2021-09-15,2023-06-09
TZOO,Travelzoo,2007-05-02,2023-06-09
U,Unity Software,2020-09-18,2023-06-09
UA,Under Armour Class C,2016-03-23,2023-06-09
UAA,Under Armour Class A,2007-05-14,2023-06-09
UAL,United Continental Holdings,2010-10-01,2023-06-09
UAMY,United States Antimony,2007-05-16,2023-06-09
UAN,Cvr Partners  Lp,2011-04-08,2023-06-09
UAVS,Ageagle Aerial Systems,2014-06-17,2023-06-09
UBA,Urstadt Biddle Properties,2007-05-07,2023-06-09
UBCP,United Bancorp,2007-05-16,2023-06-09
UBER,Uber Technologies,2019-05-10,2023-06-09
UBFO,United Security,2007-05-16,2023-06-09
UBOH,United Bancshares,2007-05-16,2023-06-07
UBP,Urstadt Biddle Properties,2013-02-11,2023-06-09
UBS,Ubs Ag,2014-11-28,2023-06-09
UBSI,United Bankshares,2007-01-03,2023-06-09
UBX,Unity Biotechnology,2018-05-03,2023-06-09
UCAR,U Power Limited,2023-04-20,2023-06-09
UCBI,United Community Banks,2007-05-07,2023-06-09
UCBIO,United Community Banks Depositary Shares Each Representing 1/1000Th Interest In A Share Of Series I Non-Cumulativepreferred Stock,2020-06-11,2023-06-09
UCL,Unocal Co,2020-06-10,2023-06-09
UCTT,Ultra Clean,2007-05-03,2023-06-09
UDMY,Udemy ,2021-10-29,2023-06-09
UDR,Udr Inc,2005-01-03,2023-06-09
UE,Urban Edge Properties,2015-01-16,2023-06-09
UEC,Uranium Energy,2015-01-16,2023-06-09
UEIC,Universal Electronics,2007-05-09,2023-06-09
UFAB,Unique Fabricating,2015-07-01,2023-06-09
UFCS,United Fire,2007-05-01,2023-06-09
UFI,Unifi,2007-05-02,2023-06-09
UFPI,Ufp Industries,2007-01-03,2023-06-09
UFPT,Ufp Technologies,2007-05-16,2023-06-09
UG,United-Guardian,2007-05-16,2023-06-09
UGI,Ugi Corporation,2007-01-03,2023-06-09
UGIC,Ugi Corporate Units,2021-05-28,2023-06-09
UGP,Ultrapar Participacoes S.A.,2013-02-11,2023-06-09
UGRO,Urban-Gro,2021-02-02,2023-06-09
UHAL,Amerco,2007-05-01,2023-06-09
UHG,United Homes Inc,2021-03-29,2023-04-26
UHS,Universal Health Services,2005-01-03,2023-06-09
UHT,Universal Health Realty,2007-05-10,2023-06-09
UI,Ubiquiti Networks,2011-10-14,2023-06-09
UIHC,United Insurance,2008-10-28,2023-06-09
UIS,Unisys,2004-01-02,2023-06-09
UK,Ucommune International Ordinary Shares,2019-11-07,2023-06-09
UKOMW,Ucommune International Warrant Expiring 11/17/2025,2019-11-07,2023-06-08
UL,Unilever Plc,2013-02-11,2023-06-09
ULBI,Ultralife Batteries,2007-05-08,2023-06-09
ULCC,Frontier Holdings,2021-04-01,2023-06-09
ULH,Universal Logistics,2007-05-16,2023-06-09
ULTA,Ulta Beauty,2007-10-25,2023-06-09
UMBF,Umb Financial Corporation,2007-01-03,2023-06-09
UMC,United Microelectronics Corporation,2013-02-11,2023-06-09
UMH,Umh Properties,2007-05-16,2023-06-09
UMPQ,Umpqua Holdings Corporation,2007-01-03,2023-02-28
UNAM,Unico American,2007-05-16,2023-06-09
UNB,Union Bankshares,2007-05-16,2023-06-09
UNCY,Unicycive Therapeutics,2021-07-13,2023-06-09
UNF,Unifirst,2007-05-10,2023-06-09
UNFI,United Natural Foods,2007-04-25,2023-06-09
UNH,United Health,2005-01-03,2023-06-09
UNIT,Unit,2015-04-20,2023-06-09
UNM,Unum,2005-01-03,2023-06-09
UNP,Union Pacific,2005-01-03,2023-06-09
UNTY,Unity Bancorp,2007-05-16,2023-06-09
UNVR,Univar Solutions,2015-06-18,2023-06-09
UONE,Urban One Class A,2007-05-16,2023-06-09
UONEK,Urban One Class D,2007-05-01,2023-06-09
UP,Wheels Up Experience,2021-07-14,2023-06-09
UPBD,Upbound Inc,2007-04-27,2023-04-26
UPC,Union Planters,2021-03-23,2023-06-09
UPH,Uphealth ,2019-07-01,2023-06-09
UPLD,Upland Software,2014-11-06,2023-06-09
UPS,United Parcel Service,2005-01-03,2023-06-09
UPST,Upstart Holdings,2020-12-16,2023-06-09
UPWK,Upwork,2018-10-03,2023-06-09
UPXI,Upexi,2021-06-24,2023-06-09
URBN,Urban Outfitters,2005-01-03,2023-06-09
URG,Ur Energy Inc Common Shares,2008-07-24,2023-06-09
URGN,Urogen Pharma,2017-05-04,2023-06-09
URI,United Rentals,2005-01-03,2023-06-09
UROY,Uranium Royalty,2021-04-28,2023-06-09
USA,Liberty All-Star Equity Fund,2007-05-08,2023-06-09
USAC,Usa Compression Partners Lp,2013-01-15,2023-06-09
USAP,Universal Stainless & Alloy Products,2007-05-04,2023-06-09
USAS,Americas Gold And Silver Common Shares No Par Value,2017-01-19,2023-06-09
USAU,U.S. Gold,2007-05-16,2023-06-09
USB,U.S. Bancorp,2005-01-03,2023-06-09
USCB,Uscb Financial Holdings Class A,2021-07-23,2023-06-09
USCT,Tkb Critical Technologies 1 Class A Ordinary Shares,2021-12-27,2023-06-08
USDP,Usd Partners Lp Common Units Representing Partner Interest,2014-10-09,2023-06-09
USEA,United Maritime,2022-07-06,2023-06-09
USEG,U.S. Energy,2007-05-08,2023-06-09
USER,Usertesting,2021-11-17,2023-01-11
USFD,Us Foods Holding,2016-05-26,2023-06-09
USGO,U.S. Goldmining,2023-04-20,2023-06-09
USIO,Usio,2015-08-11,2023-06-09
USLM,United States Lime,2007-05-16,2023-06-09
USM,United States Cellular,2007-05-02,2023-06-09
USNA,Usana Health Sciences,2007-05-04,2023-06-09
USPH,U.S. Physical Therapy,2007-05-16,2023-06-09
USWS,U.S. Well Services Class A,2017-05-05,2022-10-31
USWSW,U.S. Well Services Warrants,2018-11-07,2023-03-08
USX,Us Xpress Enterprises,2018-06-14,2023-06-09
UTF,Cohen & Steers Infrastructure Fund,2007-01-03,2023-06-09
UTG,Reaves Utility Income Fund Common Shares Of Beneficial Interest,2007-05-08,2023-06-09
UTHR,United Therapeutics Corporation,2007-01-03,2023-06-09
UTI,Universal Technical Inst,2007-05-02,2023-06-09
UTL,Unitil,2007-05-16,2023-06-09
UTMD,Utah Medical Products,2007-05-16,2023-06-09
UTME,Utime,2021-04-06,2023-06-09
UTRS,Minerva Surgical,2021-10-22,2023-06-09
UTSI,Utstarcom Holdings Ordinary Shares,2007-05-01,2023-06-09
UTZ,Utz Brands ,2020-03-02,2023-06-09
UUU,Universal Security Instruments,2007-04-23,2023-06-09
UUUU,Energy Fuels,2008-10-27,2023-06-09
UVE,Universal Insurance,2007-05-16,2023-06-09
UVSP,Univest Of Pa,2007-05-16,2023-06-09
UVV,Universal,2007-04-27,2023-06-09
UWMC,Uwm Holdings Corporation,2020-12-28,2023-06-09
UXIN,Uxin ADS,2018-06-27,2023-06-09
V,Visa,2008-03-19,2023-06-09
VABK,Virginia National Bankshares,2007-05-16,2023-06-09
VAC,Marriott Vacations Worldwide Corporation,2011-11-08,2023-06-09
VACC,Vaccitech,2021-04-30,2023-06-09
VAL,Ensco Plc,2021-05-03,2023-06-09
VALE,Vale S.A. American Depositary Shares Each Representing One Common Share,2013-02-11,2023-06-09
VALN,Valneva,2021-05-06,2023-06-09
VALU,Value Line,2007-05-16,2023-06-08
VANI,Vivani Medical,2014-11-19,2023-06-09
VAPO,Vapotherm,2018-11-14,2023-06-09
VATE,Innovate,2021-09-20,2023-06-09
VAXX,Vaxxinity  Class A,2021-11-11,2023-06-09
VBF,Invesco Bond Fund,2007-05-16,2023-06-09
VBFC,Village Bank And Trust Financial,2007-05-16,2023-06-09
VBIV,Vbi Vaccines,2014-07-29,2023-06-09
VBLT,Vascular Biogenics Ordinary Shares,2014-10-01,2023-06-09
VBNK,Versabank Common Shares,2021-09-22,2023-06-09
VBTX,Veritex  Common,2014-10-09,2023-06-09
VC,Visteon Corporation,2011-01-10,2023-06-09
VCEL,Aastrom Biosciences Comm,2007-04-26,2023-06-09
VCIF,Vertical Capital Income Fund Common Shares Of Beneficial Interest,2019-05-30,2023-06-09
VCIG,Vci Global Limited,2023-04-13,2023-06-09
VCKA,Vickers Vantage I Ordinary Shares,2021-03-05,2023-03-08
VCKAU,Vickers Vantage I Unit,2021-01-07,2023-03-08
VCKAW,Vickers Vantage I Warrant,2021-03-08,2023-03-08
VCNX,Vaccinex,2018-08-09,2023-06-09
VCSA,Vacasa Class A,2021-12-07,2023-06-09
VCTR,Victory Capital Holdings Class A,2018-02-08,2023-06-09
VCV,Invesco California Value Municipal Income Trust,2007-05-16,2023-06-09
VCYT,Veracyte,2013-10-30,2023-06-09
VECO,Veeco Instruments,2007-05-02,2023-06-09
VECT,Vectivbio Holding,2021-04-09,2023-06-09
VEDU,Visionary Education Technology Holdings  Common Shares,2022-05-17,2023-06-09
VEEE,Twin Vee Powercats Co.,2021-07-21,2023-06-09
VEEV,Veeva Systems,2013-10-16,2023-06-09
VEL,Velocity Financial,2020-01-17,2023-06-09
VEON,Veon Ltd.,2013-02-11,2023-06-09
VERA,Vera Therapeutics,2021-05-14,2023-06-09
VERB,Verb Technology Company,2019-04-05,2023-06-09
VERBW,Verb Technology Company Warrant,2019-04-05,2023-06-09
VERI,Veritone,2017-05-12,2023-06-09
VERO,Venus Concept,2017-10-12,2023-06-09
VERU,Veru,2009-06-09,2023-06-09
VERV,Verve Therapeutics,2021-06-17,2023-06-09
VERX,Vertex,2020-07-29,2023-06-09
VERY,Vericity,2019-08-15,2023-06-08
VET,Vermilion Energy,2013-03-12,2023-06-09
VEV,Vicinity Motor,2021-07-07,2023-06-09
VFC,V.F.,2005-01-03,2023-06-09
VFF,Village Farms International  Common Shares,2019-02-21,2023-06-09
VFL,Delaware Investments National Municipal Income Fund,2007-05-16,2023-06-09
VGFC,The Very Good Food Company Common Shares,2021-10-13,2023-03-08
VGI,Virtus Global Multi-Sector Income Fund Common Shares Of Beneficial Interest,2012-02-24,2023-06-09
VGM,Invesco Trust For Investment Grade Municipals,2016-12-23,2023-06-09
VGR,Vector,2007-04-30,2023-06-09
VGZ,Vista Gold,2007-04-24,2023-06-09
VHC,Virnetx Holding,2007-12-26,2023-06-09
VHI,Valhi ,2007-05-16,2023-06-09
VIA,Via Renewables Class A,2021-08-09,2023-06-09
VIAO,Via Optronics Ag,2020-09-25,2023-06-09
VIAV,Viavi Solutions,2007-04-27,2023-06-09
VICI,Vici Properties,2017-10-17,2023-06-09
VICR,Vicor Corporation,2007-01-03,2023-06-09
VIEW,View Class A,2020-10-19,2023-06-09
VIEWW,View Warrant,2020-10-21,2023-06-09
VIGL,Vigil Neuroscience,2022-01-07,2023-06-09
VII,7Gc & Co. Holdings,2021-02-12,2023-06-06
VIIAW,7Gc & Co. Holdings Warrant,2021-02-12,2023-06-09
VINC,Vincerx Pharma,2020-05-27,2023-06-09
VINE,Fresh Vine Wine,2021-12-14,2023-06-09
VINO,Gaucho Holdings,2021-02-17,2023-06-09
VINP,Vinci Partners Investments,2021-01-28,2023-06-09
VIOT,Viomi Technology Co. American Depositary Shares,2018-09-25,2023-06-09
VIPS,Vipshop Holdings Limited,2012-03-23,2023-06-09
VIR,Vir Biotechnology,2019-10-11,2023-06-09
VIRC,Virco Manufacturing,2007-06-20,2023-06-09
VIRI,Virios Therapeutics,2020-12-17,2023-06-09
VIRT,Virtu Financial,2015-04-16,2023-06-09
VIRX,Viracta Therapeutics,2011-03-16,2023-06-09
VISL,Vislink Technologies,2011-11-22,2023-06-09
VIST,Vista Energy S.A.B. De C.V. American Depositary Shares Each Representing One Series A Share With No Par Value,2019-07-26,2023-06-09
VITL,Vital Farms,2020-07-31,2023-06-09
VIV,Telefonica Brasil S.A.,2007-05-01,2023-06-09
VIVE,Viveve Medical,2016-06-14,2023-06-09
VIVK,Vivakor,2022-02-14,2023-06-09
VIVO,Meridian Bioscience,2007-05-04,2023-01-30
VJET,Voxeljet Ag American Depositary Shares,2013-10-18,2023-06-09
VKI,Invesco Advantage Municipal Income Trust Ii Common Shares Of Beneficial Interest,2007-05-16,2023-06-09
VKQ,Invesco Municipal Trust,2007-05-16,2023-06-09
VKTX,Viking Therapeutics,2015-04-29,2023-06-09
VLCN,Volcon,2021-10-06,2023-06-09
VLD,Velo3d ,2021-09-24,2023-06-09
VLDR,Velodyne Lidar ,2018-10-26,2023-02-10
VLDRW,Velodyne Lidar Warrants,2020-09-30,2023-03-08
VLGEA,Village Super Market,2007-05-16,2023-06-09
VLN,Valens Semiconductor Ordinary Shares,2021-09-30,2023-06-09
VLNS,The Valens Company Common Shares,2021-12-09,2023-01-13
VLO,Valero Energy,2005-01-03,2023-06-09
VLRS,Controladora Vuela Compania De Aviacion S.A.B. De C.V. American Depositary Shares Each Representing Ten,2013-09-18,2023-06-09
VLT,Invesco High Income Trust Ii,2007-05-16,2023-06-09
VLY,Valley National Bancorp,2007-01-03,2023-06-09
VLYPO,Valley National Bancorp 5.50% Fixed-To-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,2018-10-10,2023-06-09
VLYPP,Valley National Bancorp 6.25% Fixed-To-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,2018-10-10,2023-06-09
VMAR,Vision Marine Technologies,2020-11-24,2023-06-09
VMC,Vulcan Materials,2007-11-19,2023-06-09
VMCA,Valuence Merger I Class A Ordinary Shares,2022-04-25,2023-06-08
VMCAU,Valuence Merger I Unit,2022-03-01,2023-06-08
VMD,Viemed Healthcare,2019-08-09,2023-06-09
VMEO,Vimeo,2021-05-19,2023-06-09
VMI,Valmont Industries,2007-05-04,2023-06-09
VMO,Invesco Municipal Opportunity Trust,2007-05-16,2023-06-09
VMW,Vmware,2007-08-14,2023-06-09
VNCE,Vince Holding,2013-11-22,2023-06-09
